T,value
11604,51584.04
11605,21875.4
11606,75772.8
11607,16256.1
11608,20748.95
11609,4327.11
11610,2266.32
11611,1699.73
11612,17586.6
11613,57552.6
11614,79906.08
11615,45887.4
11616,31670.52
11617,55735.1
11618,19776.68
11619,6056.88
11620,13301.28
11621,62293.21
11622,44445.2
11623,34432.8
11624,5925.96
11625,45049.68
11626,19518.36
11627,71281.16
11628,65628.01
11629,71471.82
11630,65329.92
11631,6326.65
11632,9352.17
11633,13928.13
11634,40835.99
11635,9982.62
11636,23784.0
11637,13452.88
11638,57959.7
11639,79498.83
11640,37045.87
11641,59027.2
11642,32598.11
11643,13472.5
11644,25061.22
11645,3558.33
11646,4996.83
11647,81533.76
11648,3953.88
11649,56886.27
11650,35261.72
11651,46567.17
11652,13140.12
11653,47613.35
11654,22270.66
11655,24153.57
11656,53000.19
11657,1113.08
11658,43595.82
11659,50654.4
11660,45898.3
11661,35571.57
11662,80378.61
11663,78827.28
11664,25714.46
11665,33466.94
11666,16942.12
11667,22707.09
11668,37747.82
11669,16501.03
11670,38103.78
11671,8783.5
11672,39294.28
11673,17889.44
11674,19269.04
11675,3036.94
11676,24864.3
11677,15276.17
11678,15647.92
11679,14125.32
11680,7847.96
11681,28593.81
11682,26193.16
11683,59421.16
11684,20224.5
11685,37205.27
11686,60265.0
11687,39046.92
11688,52003.56
11689,40639.18
11690,26204.64
11691,18763.36
11692,53452.8
11693,26940.32
11694,61399.39
11695,9654.75
11696,2242.08
11697,1374.29
11698,60939.0
11699,85633.5
11700,17724.07
11701,62500.55
11702,51679.6
11703,24473.85
11704,32977.54
11705,67172.6
11706,93306.72
11707,61397.91
11708,12277.98
11709,68266.0
11710,30945.51
11711,28966.64
11712,24054.6
11713,71957.48
11714,69800.68
11715,71795.1
11716,63816.5
11717,73318.56
11718,26035.32
11719,68096.09
11720,12610.52
11721,58196.78
11722,50229.14
11723,65475.48
11724,67617.07
11725,90232.48
11726,13803.8
11727,7031.8
11728,38589.6
11729,24584.48
11730,35655.4
11731,32214.83
11732,30070.31
11733,36454.4
11734,97898.0
11735,36541.18
11736,18289.46
11737,31701.18
11738,48456.63
11739,30335.78
11740,26284.32
11741,50288.96
11742,76875.6
11743,8918.82
11744,47686.28
11745,69763.82
11746,68780.46
11747,14115.42
11748,3581.7
11749,1109.2
11750,82071.45
11751,70373.5
11752,33034.8
11753,51255.73
11754,58957.2
11755,18198.96
11756,64529.28
11757,58264.78
11758,24868.41
11759,52307.06
11760,52690.44
11761,80879.0
11762,80112.12
11763,83160.18
11764,9328.8
11765,66490.11
11766,17197.83
11767,9051.18
11768,12976.67
11769,44711.08
11770,28945.35
11771,38701.11
11772,5417.08
11773,20743.19
11774,14930.85
11775,13153.3
11776,45368.75
11777,21942.69
11778,3237.18
11779,65121.84
11780,50362.6
11781,32159.78
11782,39705.51
11783,80235.84
11784,7861.98
11785,69000.02
11786,2828.74
11787,7070.07
11788,36135.8
11789,6310.2
11790,25874.94
11791,37289.91
11792,2024.06
11793,7962.65
11794,14326.39
11795,16704.38
11796,77969.25
11797,59259.33
11798,37755.18
11799,31082.75
11800,20060.55
11801,66951.3
11802,18066.88
11803,63274.56
11804,20124.16
11805,18256.68
11806,38580.44
11807,69726.58
11808,4004.28
11809,44325.92
11810,30394.9
11811,22607.04
11812,17813.52
11813,63961.17
11814,55297.44
11815,88116.48
11816,10249.44
11817,47545.94
11818,13752.42
11819,66158.42
11820,4828.64
11821,28381.2
11822,63256.38
11823,2834.74
11824,53183.13
11825,39751.36
11826,18024.05
11827,2556.68
11828,53677.33
11829,33759.39
11830,58481.64
11831,54932.44
11832,29148.56
11833,60212.0
11834,31581.25
11835,16280.03
11836,35567.64
11837,75628.0
11838,38342.26
11839,43062.6
11840,44140.2
11841,40496.54
11842,40170.48
11843,29661.12
11844,47098.25
11845,51005.12
11846,56305.2
11847,22989.95
11848,47600.32
11849,8211.56
11850,61042.68
11851,69673.27
11852,30931.8
11853,19675.56
11854,20359.3
11855,94859.1
11856,58285.5
11857,52468.65
11858,54100.88
11859,60251.76
11860,89650.32
11861,60669.57
11862,71554.21
11863,27625.53
11864,43977.28
11865,64286.72
11866,11611.04
11867,37605.36
11868,32484.32
11869,14798.3
11870,5033.19
11871,55796.28
11872,25643.48
11873,30155.11
11874,44644.5
11875,35723.28
11876,75021.0
11877,79628.69
11878,23176.79
11879,32139.74
11880,10784.25
11881,1992.91
11882,51093.89
11883,34241.94
11884,45380.64
11885,60893.0
11886,52280.04
11887,42108.22
11888,38761.6
11889,45068.8
11890,21745.1
11891,32315.81
11892,11164.98
11893,81008.64
11894,46302.1
11895,77086.1
11896,75575.28
11897,6161.88
11898,82024.32
11899,37504.5
11900,47950.54
11901,15346.1
11902,1582.63
11903,29574.22
11904,66303.45
11905,18996.16
11906,20028.47
11907,44670.85
11908,40166.94
11909,25412.94
11910,36382.84
11911,16300.92
11912,40299.39
11913,42712.56
11914,45167.79
11915,44865.72
11916,14958.72
11917,37028.07
11918,45319.68
11919,25216.4
11920,20390.3
11921,5155.98
11922,16120.68
11923,16557.75
11924,33675.12
11925,36082.8
11926,56694.97
11927,1046.07
11928,32343.64
11929,61564.48
11930,68435.36
11931,63837.76
11932,44702.28
11933,10958.78
11934,57968.1
11935,38414.97
11936,7557.25
11937,3735.68
11938,64614.6
11939,21301.15
11940,47229.0
11941,64324.75
11942,59241.6
11943,46680.14
11944,1121.13
11945,7574.49
11946,27532.01
11947,67881.52
11948,42915.82
11949,57054.48
11950,64983.2
11951,2198.04
11952,55848.22
11953,58107.52
11954,11299.36
11955,51449.2
11956,15455.7
11957,11141.13
11958,54110.94
11959,56017.26
11960,42376.6
11961,45324.48
11962,68223.84
11963,30125.7
11964,49161.6
11965,75224.5
11966,8843.8
11967,54008.48
11968,41994.7
11969,36699.0
11970,24504.2
11971,25088.85
11972,93478.3
11973,67278.66
11974,20720.28
11975,22548.8
11976,77583.14
11977,2228.16
11978,7043.04
11979,41335.8
11980,59425.4
11981,7971.56
11982,50902.65
11983,36491.4
11984,9873.18
11985,38102.64
11986,56507.29
11987,26108.25
11988,4045.02
11989,59143.5
11990,43804.47
11991,58424.64
11992,79431.42
11993,32366.72
11994,20239.65
11995,36871.59
11996,11859.04
11997,23178.31
11998,4620.8
11999,34412.91
12000,19903.32
12001,1471.39
12002,1173.11
12003,40165.92
12004,47704.41
12005,77450.88
12006,41487.48
12007,37418.36
12008,24867.57
12009,15115.7
12010,60164.0
12011,21230.86
12012,41339.2
12013,46100.08
12014,33403.65
12015,25080.0
12016,36112.25
12017,28541.12
12018,61539.92
12019,13224.53
12020,23386.56
12021,17078.0
12022,44431.47
12023,69473.81
12024,33082.83
12025,27918.79
12026,6246.72
12027,77449.44
12028,18226.72
12029,34906.96
12030,38894.64
12031,48427.5
12032,48524.7
12033,36138.5
12034,34587.54
12035,26530.46
12036,53846.1
12037,22642.88
12038,19856.59
12039,9119.2
12040,1563.56
12041,32731.25
12042,77522.5
12043,84889.0
12044,12668.6
12045,16254.03
12046,71967.46
12047,45424.54
12048,49447.58
12049,33905.13
12050,82241.1
12051,35818.65
12052,25125.6
12053,9880.08
12054,26383.76
12055,13432.23
12056,64664.0
12057,18685.37
12058,20611.8
12059,43174.23
12060,10553.84
12061,15487.76
12062,2220.04
12063,11337.97
12064,37040.33
12065,6481.75
12066,68373.48
12067,68388.8
12068,10203.84
12069,54460.35
12070,72191.98
12071,36574.8
12072,61890.22
12073,32270.4
12074,30567.51
12075,18306.08
12076,31332.75
12077,50580.8
12078,55032.06
12079,41805.0
12080,87555.83
12081,19189.2
12082,3939.69
12083,1535.44
12084,19180.07
12085,8690.7
12086,4405.5
12087,29741.44
12088,15085.4
12089,23722.92
12090,11526.69
12091,65730.96
12092,1744.71
12093,8744.82
12094,20211.52
12095,26665.5
12096,51411.2
12097,20529.6
12098,69454.56
12099,48662.25
12100,56036.28
12101,7904.33
12102,51242.49
12103,47209.68
12104,51108.0
12105,68047.7
12106,78914.99
12107,46564.0
12108,64852.7
12109,46485.9
12110,19048.0
12111,28783.35
12112,25945.61
12113,41724.8
12114,76756.05
12115,86856.56
12116,4950.0
12117,52847.25
12118,2186.34
12119,51930.01
12120,26053.86
12121,28468.44
12122,64223.2
12123,95375.04
12124,72534.15
12125,1480.53
12126,6656.55
12127,59325.2
12128,36934.5
12129,10703.22
12130,82375.88
12131,43542.0
12132,38280.8
12133,33545.27
12134,26065.05
12135,50451.66
12136,19190.4
12137,78824.0
12138,41236.24
12139,16609.12
12140,25541.7
12141,55764.39
12142,26142.87
12143,1470.41
12144,41630.92
12145,41840.25
12146,46066.93
12147,36358.96
12148,4459.26
12149,9298.03
12150,40382.79
12151,65115.18
12152,40889.86
12153,89951.26
12154,63116.0
12155,49088.8
12156,19475.52
12157,4417.2
12158,47279.6
12159,8934.59
12160,59535.84
12161,35807.86
12162,50579.52
12163,48435.48
12164,67890.6
12165,24425.2
12166,3629.76
12167,25697.03
12168,32132.0
12169,19399.21
12170,73347.0
12171,9963.45
12172,27634.32
12173,47518.0
12174,90199.56
12175,50440.25
12176,32431.5
12177,51293.68
12178,73698.66
12179,50734.91
12180,23657.27
12181,53606.7
12182,26909.08
12183,58040.73
12184,4388.0
12185,69236.55
12186,1125.13
12187,44073.29
12188,67634.7
12189,15540.98
12190,39529.92
12191,40235.58
12192,48200.1
12193,65442.96
12194,29356.8
12195,54996.17
12196,49448.0
12197,48292.65
12198,32740.5
12199,23991.76
12200,22477.91
12201,63521.64
12202,54960.17
12203,8198.15
12204,8660.05
12205,12117.69
12206,59391.13
12207,2650.46
12208,20837.76
12209,64303.49
12210,55942.22
12211,31845.24
12212,35270.1
12213,57276.45
12214,20712.09
12215,45141.69
12216,24553.13
12217,3738.87
12218,23432.78
12219,37331.7
12220,68594.76
12221,1105.11
12222,27532.52
12223,1869.95
12224,10690.2
12225,42141.09
12226,33860.58
12227,74320.82
12228,12310.76
12229,63999.84
12230,1569.58
12231,60917.12
12232,70403.0
12233,32683.5
12234,3687.9
12235,49900.84
12236,27958.54
12237,37998.48
12238,23710.96
12239,49777.92
12240,22767.59
12241,58235.54
12242,7463.72
12243,67889.25
12244,58026.39
12245,38604.94
12246,15631.04
12247,15184.4
12248,30524.55
12249,30918.96
12250,34047.86
12251,23959.54
12252,79846.7
12253,4050.93
12254,4980.6
12255,26329.92
12256,38377.34
12257,3361.38
12258,4504.71
12259,54194.33
12260,76560.96
12261,74053.35
12262,20380.36
12263,60158.28
12264,36080.64
12265,43833.48
12266,5565.3
12267,23585.66
12268,74954.4
12269,38846.85
12270,58648.32
12271,24775.46
12272,55607.44
12273,70046.1
12274,74480.63
12275,31485.78
12276,8487.0
12277,31920.9
12278,11189.99
12279,46162.8
12280,70722.96
12281,39897.9
12282,53444.72
12283,11572.22
12284,16060.1
12285,77910.41
12286,78126.0
12287,11098.57
12288,21129.84
12289,33387.48
12290,87519.6
12291,91858.78
12292,11219.34
12293,69111.65
12294,30879.24
12295,32791.6
12296,52377.68
12297,36134.7
12298,57007.8
12299,9687.78
12300,16635.6
12301,7820.47
12302,34976.76
12303,8303.2
12304,2806.86
12305,73247.62
12306,23822.0
12307,42209.21
12308,58124.88
12309,17260.65
12310,3755.78
12311,42415.6
12312,4352.32
12313,25301.61
12314,28748.8
12315,13068.48
12316,32057.97
12317,7427.6
12318,39816.0
12319,41654.55
12320,73620.5
12321,19942.86
12322,5985.75
12323,36547.83
12324,42812.88
12325,66501.22
12326,49747.2
12327,19129.24
12328,44894.72
12329,42093.5
12330,41163.6
12331,75102.16
12332,12912.84
12333,29590.08
12334,30145.78
12335,23296.46
12336,22883.04
12337,13873.42
12338,73517.52
12339,57962.18
12340,31424.64
12341,41715.79
12342,85535.3
12343,34692.32
12344,79441.05
12345,66601.58
12346,30922.88
12347,19195.44
12348,21153.6
12349,56610.0
12350,28030.6
12351,22682.27
12352,46543.86
12353,22966.08
12354,63983.07
12355,54195.82
12356,32181.03
12357,52175.72
12358,70901.92
12359,45229.27
12360,21080.6
12361,51054.5
12362,40986.28
12363,17855.64
12364,30655.92
12365,49457.7
12366,27980.96
12367,61479.94
12368,6066.16
12369,7834.47
12370,73996.67
12371,22643.4
12372,12432.24
12373,19011.72
12374,55676.7
12375,3713.86
12376,30782.25
12377,35768.0
12378,43750.61
12379,83604.0
12380,11227.12
12381,26592.09
12382,21568.99
12383,77825.0
12384,40083.71
12385,19159.5
12386,25575.76
12387,6441.3
12388,23982.3
12389,11638.22
12390,26400.25
12391,15650.64
12392,23629.62
12393,39739.25
12394,37145.75
12395,73950.8
12396,56614.95
12397,85860.96
12398,24204.18
12399,37017.8
12400,42732.37
12401,47608.8
12402,11980.65
12403,48633.26
12404,33421.92
12405,21342.3
12406,70429.04
12407,34884.96
12408,68586.0
12409,28783.08
12410,26803.0
12411,52381.1
12412,18237.4
12413,39308.15
12414,18994.72
12415,5880.95
12416,47368.1
12417,26683.84
12418,6402.84
12419,72649.54
12420,17416.2
12421,12886.3
12422,73997.2
12423,15458.52
12424,59116.38
12425,29494.98
12426,49608.56
12427,47116.29
12428,9368.59
12429,8009.61
12430,66170.58
12431,63821.6
12432,11932.34
12433,14307.65
12434,63633.66
12435,14638.96
12436,10874.72
12437,37544.41
12438,3282.24
12439,57127.76
12440,71875.2
12441,15695.2
12442,31519.66
12443,44204.64
12444,87083.95
12445,69056.52
12446,68472.96
12447,91718.2
12448,9985.36
12449,97944.0
12450,15456.1
12451,10846.53
12452,37406.64
12453,1170.25
12454,30023.97
12455,51218.1
12456,33639.65
12457,45953.4
12458,46486.4
12459,51304.5
12460,31118.24
12461,50317.74
12462,51813.6
12463,3509.42
12464,38866.52
12465,3615.78
12466,10185.96
12467,33529.87
12468,2582.62
12469,4645.41
12470,25184.88
12471,39648.84
12472,16464.32
12473,27002.25
12474,1335.36
12475,43731.63
12476,93247.06
12477,54292.42
12478,26688.2
12479,19579.8
12480,54042.56
12481,1697.73
12482,25524.45
12483,22863.15
12484,71075.0
12485,19252.48
12486,7715.52
12487,49292.0
12488,50281.68
12489,9329.1
12490,41387.94
12491,58020.8
12492,8099.7
12493,63964.8
12494,6686.4
12495,65611.56
12496,6065.88
12497,44580.51
12498,9123.31
12499,58557.0
12500,18914.24
12501,48310.15
12502,22683.98
12503,77676.9
12504,71418.5
12505,65037.24
12506,19951.44
12507,30222.88
12508,70506.24
12509,16816.8
12510,32622.75
12511,5886.3
12512,56889.45
12513,8744.76
12514,29814.96
12515,23627.64
12516,61769.07
12517,83156.4
12518,15471.72
12519,58180.8
12520,26620.32
12521,5447.46
12522,38317.8
12523,12572.56
12524,30205.12
12525,35348.94
12526,17096.8
12527,41900.16
12528,32258.5
12529,51113.92
12530,32996.32
12531,31333.32
12532,3060.94
12533,22977.0
12534,51399.04
12535,43122.93
12536,52515.75
12537,58231.32
12538,33241.32
12539,24040.05
12540,19229.14
12541,40769.76
12542,56185.24
12543,72321.48
12544,26397.15
12545,92069.1
12546,25163.67
12547,29744.98
12548,40494.73
12549,5810.6
12550,8415.0
12551,2262.22
12552,53361.0
12553,76484.1
12554,61768.7
12555,42564.9
12556,34384.5
12557,3553.62
12558,81619.65
12559,28944.0
12560,43939.9
12561,9020.58
12562,22067.1
12563,73071.72
12564,27217.74
12565,12543.3
12566,43476.56
12567,28422.75
12568,59999.8
12569,28352.25
12570,87117.36
12571,42945.87
12572,84485.0
12573,60585.42
12574,79063.42
12575,81182.0
12576,61444.35
12577,20335.4
12578,44244.8
12579,47785.32
12580,1709.79
12581,2088.18
12582,14023.3
12583,74901.89
12584,9675.06
12585,37435.2
12586,14065.32
12587,40688.5
12588,2940.8
12589,27442.91
12590,16070.08
12591,41277.73
12592,52881.6
12593,40234.48
12594,40780.74
12595,9052.82
12596,5969.76
12597,18991.38
12598,34935.2
12599,41801.64
12600,34975.96
12601,25687.0
12602,46945.36
12603,43544.5
12604,11624.13
12605,48626.14
12606,6210.04
12607,48048.0
12608,87675.08
12609,44145.0
12610,16954.11
12611,3327.33
12612,50198.5
12613,46215.51
12614,45074.4
12615,5493.84
12616,62262.0
12617,23905.7
12618,21776.76
12619,12092.8
12620,60067.8
12621,16704.49
12622,71350.4
12623,47087.6
12624,17342.05
12625,87986.0
12626,54445.86
12627,75979.58
12628,64959.05
12629,4592.92
12630,56022.4
12631,32160.24
12632,32810.22
12633,33666.0
12634,60408.16
12635,9069.18
12636,25486.99
12637,37018.96
12638,68974.85
12639,21422.34
12640,43628.78
12641,25501.3
12642,11101.2
12643,13837.08
12644,40838.85
12645,63409.16
12646,16297.68
12647,76576.98
12648,29051.4
12649,20496.75
12650,6186.3
12651,2466.3
12652,28976.5
12653,66834.4
12654,55804.76
12655,71469.0
12656,17731.51
12657,48703.14
12658,34140.83
12659,13664.6
12660,45786.18
12661,20585.89
12662,71220.66
12663,39762.0
12664,77867.25
12665,65678.62
12666,52018.56
12667,59338.5
12668,87538.0
12669,74922.76
12670,17128.32
12671,36934.67
12672,56225.8
12673,34798.14
12674,2638.5
12675,42996.98
12676,37369.74
12677,73951.44
12678,66370.0
12679,54014.76
12680,10498.64
12681,61675.28
12682,37628.85
12683,9830.45
12684,10258.8
12685,14350.56
12686,55829.12
12687,20194.68
12688,10997.46
12689,69367.62
12690,91441.5
12691,82019.52
12692,1636.54
12693,23904.66
12694,30860.55
12695,13824.84
12696,78197.28
12697,45319.12
12698,92732.32
12699,43230.98
12700,47349.36
12701,29303.82
12702,57092.84
12703,46532.35
12704,14049.53
12705,27326.88
12706,22859.52
12707,41344.38
12708,30018.24
12709,28921.5
12710,28888.74
12711,31756.48
12712,11110.99
12713,49300.16
12714,60821.6
12715,18316.48
12716,9564.1
12717,63105.08
12718,22793.4
12719,36610.91
12720,48079.44
12721,71408.52
12722,47599.36
12723,42300.08
12724,3828.84
12725,42591.36
12726,2070.1
12727,26506.56
12728,17378.88
12729,10944.99
12730,9270.52
12731,75978.5
12732,1994.91
12733,14434.42
12734,29745.87
12735,30223.2
12736,28205.12
12737,29261.52
12738,34486.54
12739,2468.54
12740,22351.14
12741,53294.12
12742,35604.4
12743,34445.04
12744,1811.82
12745,60959.36
12746,56432.26
12747,41782.5
12748,53749.44
12749,12304.32
12750,44924.8
12751,57894.9
12752,54651.6
12753,6810.3
12754,61008.88
12755,67891.67
12756,31270.86
12757,1270.31
12758,33625.02
12759,6915.16
12760,65203.57
12761,33313.54
12762,6047.82
12763,36867.27
12764,3058.9
12765,15173.73
12766,14895.45
12767,32598.44
12768,14454.24
12769,64906.4
12770,5212.92
12771,40027.8
12772,25391.08
12773,43982.64
12774,57499.84
12775,85692.94
12776,14574.9
12777,22446.9
12778,27873.04
12779,8605.1
12780,36987.25
12781,7895.76
12782,79133.5
12783,24343.04
12784,37011.83
12785,56514.3
12786,72182.81
12787,17221.27
12788,21413.76
12789,7795.2
12790,10282.08
12791,16229.04
12792,30605.76
12793,21875.42
12794,26367.45
12795,41151.84
12796,3289.1
12797,62631.69
12798,84749.13
12799,32179.55
12800,24067.95
12801,52252.5
12802,51981.0
12803,52864.92
12804,12036.16
12805,23382.08
12806,9206.7
12807,52098.2
12808,54925.2
12809,79883.5
12810,32078.13
12811,9852.29
12812,9164.76
12813,26485.2
12814,28124.74
12815,35005.36
12816,95710.08
12817,66180.45
12818,52536.01
12819,21059.84
12820,56083.86
12821,64731.24
12822,77128.5
12823,43750.28
12824,80380.32
12825,5105.35
12826,78280.93
12827,3672.6
12828,61523.35
12829,33211.36
12830,36755.1
12831,46550.0
12832,46515.66
12833,45731.94
12834,43020.63
12835,37025.37
12836,12983.7
12837,48684.3
12838,1578.59
12839,56680.36
12840,53693.64
12841,6010.08
12842,23687.28
12843,80962.83
12844,20271.3
12845,65342.4
12846,14057.4
12847,60756.12
12848,82282.43
12849,40814.28
12850,21912.0
12851,13345.53
12852,63360.96
12853,46187.28
12854,1896.87
12855,54652.65
12856,61109.2
12857,25605.51
12858,54836.43
12859,40886.3
12860,61345.9
12861,45847.6
12862,1518.48
12863,17081.73
12864,42805.23
12865,60348.71
12866,62714.96
12867,55238.1
12868,29698.32
12869,32871.28
12870,67016.0
12871,11155.12
12872,40084.86
12873,9828.18
12874,11510.9
12875,39809.07
12876,11070.3
12877,31921.96
12878,34371.96
12879,41875.34
12880,44593.25
12881,40419.6
12882,31405.32
12883,48243.6
12884,37460.43
12885,7257.2
12886,13994.7
12887,41802.12
12888,5576.82
12889,36782.37
12890,16143.84
12891,24950.75
12892,68256.12
12893,1211.25
12894,38118.92
12895,1759.81
12896,11187.11
12897,43501.59
12898,3187.28
12899,40311.7
12900,4916.64
12901,11855.61
12902,50029.28
12903,11331.6
12904,66907.6
12905,43004.88
12906,30647.4
12907,44587.5
12908,9379.08
12909,50992.5
12910,19714.24
12911,83125.92
12912,14117.49
12913,78748.8
12914,25531.09
12915,3052.92
12916,54596.7
12917,47274.63
12918,37621.7
12919,25239.75
12920,27244.03
12921,20917.98
12922,45981.54
12923,5378.55
12924,61400.33
12925,67550.67
12926,48972.5
12927,19938.72
12928,20522.66
12929,44397.78
12930,27488.45
12931,42484.76
12932,19619.04
12933,36998.64
12934,48937.01
12935,41639.52
12936,63089.73
12937,34874.91
12938,4967.01
12939,53917.92
12940,72105.46
12941,12808.6
12942,42811.34
12943,25463.99
12944,4749.04
12945,61084.76
12946,18558.36
12947,52452.54
12948,8282.64
12949,62262.5
12950,67822.02
12951,21252.72
12952,13938.08
12953,1575.5
12954,1789.81
12955,41361.32
12956,61620.68
12957,100747.0
12958,33785.4
12959,40902.18
12960,77584.52
12961,37720.5
12962,15746.64
12963,66667.71
12964,39548.73
12965,47147.25
12966,4975.89
12967,62081.36
12968,65587.29
12969,4408.32
12970,18157.5
12971,72851.68
12972,34893.72
12973,7351.12
12974,51923.2
12975,61167.08
12976,49189.14
12977,3792.57
12978,22177.37
12979,62717.44
12980,66269.88
12981,88884.0
12982,4628.64
12983,33059.05
12984,17388.3
12985,34538.07
12986,56401.52
12987,39902.64
12988,12509.94
12989,19000.15
12990,56501.05
12991,33424.44
12992,48563.98
12993,68083.78
12994,34467.52
12995,34694.0
12996,82735.95
12997,32635.24
12998,48978.88
12999,22764.0
13000,24392.8
13001,3318.48
13002,26208.16
13003,35337.54
13004,70986.15
13005,69237.0
13006,37961.25
13007,89935.56
13008,85135.16
13009,38524.18
13010,75883.38
13011,42761.6
13012,36994.98
13013,37216.2
13014,52132.7
13015,14206.86
13016,42800.52
13017,26713.94
13018,74437.0
13019,7141.95
13020,9907.52
13021,10251.54
13022,9594.9
13023,37817.26
13024,56590.39
13025,46940.4
13026,13989.69
13027,60455.73
13028,46951.84
13029,59365.74
13030,27028.2
13031,10503.99
13032,63745.6
13033,15841.2
13034,30456.8
13035,53533.0
13036,17188.19
13037,32624.97
13038,41607.84
13039,46665.36
13040,6252.18
13041,57214.41
13042,23291.8
13043,50510.79
13044,55171.2
13045,7121.95
13046,22428.1
13047,51669.76
13048,53600.53
13049,29661.03
13050,50880.18
13051,26890.95
13052,26292.68
13053,16560.9
13054,81176.92
13055,3078.96
13056,23082.36
13057,57094.87
13058,9777.12
13059,65634.72
13060,46044.75
13061,25786.2
13062,41059.2
13063,50088.4
13064,38194.72
13065,77563.64
13066,46179.0
13067,13609.64
13068,5122.86
13069,4085.92
13070,16176.16
13071,68176.15
13072,30620.7
13073,55273.5
13074,20489.14
13075,1533.48
13076,11484.16
13077,3357.27
13078,26768.03
13079,31968.0
13080,26822.88
13081,37115.64
13082,17754.52
13083,65337.36
13084,16774.11
13085,49448.8
13086,32040.36
13087,79294.32
13088,6916.85
13089,33210.52
13090,37066.75
13091,17317.7
13092,62004.28
13093,13026.87
13094,48489.54
13095,35377.56
13096,68418.75
13097,11502.3
13098,59308.26
13099,77980.77
13100,71657.6
13101,30476.42
13102,86963.04
13103,23867.99
13104,74010.58
13105,21666.46
13106,25603.2
13107,34545.02
13108,48126.8
13109,25627.04
13110,87717.4
13111,71704.89
13112,3300.45
13113,8848.35
13114,4576.56
13115,40694.94
13116,41497.14
13117,83234.34
13118,55373.05
13119,78390.77
13120,69725.25
13121,52597.59
13122,42590.34
13123,55586.08
13124,28759.94
13125,59980.4
13126,70277.32
13127,98783.52
13128,19640.64
13129,78242.78
13130,9562.14
13131,68427.3
13132,38510.4
13133,68963.56
13134,59162.5
13135,52621.8
13136,17377.47
13137,41572.76
13138,66704.6
13139,58409.4
13140,13855.68
13141,54909.25
13142,41830.18
13143,13757.12
13144,20815.92
13145,51687.48
13146,21141.4
13147,9754.65
13148,46093.84
13149,53638.25
13150,41849.61
13151,56081.34
13152,10679.13
13153,4753.92
13154,14533.64
13155,87504.13
13156,35864.92
13157,24299.64
13158,21517.32
13159,40147.1
13160,12675.39
13161,18741.47
13162,7067.1
13163,23280.14
13164,4348.08
13165,49075.84
13166,2726.66
13167,63166.6
13168,78974.5
13169,49191.6
13170,35377.51
13171,28468.37
13172,1886.97
13173,8871.03
13174,49640.36
13175,42078.78
13176,55644.3
13177,40729.34
13178,31954.12
13179,57299.4
13180,55286.4
13181,3683.84
13182,29793.97
13183,27497.84
13184,37943.18
13185,68841.85
13186,53501.81
13187,28106.52
13188,55080.9
13189,17593.03
13190,58274.04
13191,65624.0
13192,75700.82
13193,21671.04
13194,70507.7
13195,15795.15
13196,6023.76
13197,12022.4
13198,19399.55
13199,40400.84
13200,63672.12
13201,74504.36
13202,57346.11
13203,9717.12
13204,9782.43
13205,56215.77
13206,5390.65
13207,79585.44
13208,44793.69
13209,16262.62
13210,66069.84
13211,6265.96
13212,11033.11
13213,6672.72
13214,47928.26
13215,54784.38
13216,36484.75
13217,6341.96
13218,5951.35
13219,35355.58
13220,58595.05
13221,64495.62
13222,52894.0
13223,18546.84
13224,16879.28
13225,29010.66
13226,23943.04
13227,6178.24
13228,1046.14
13229,5664.12
13230,26700.5
13231,56620.35
13232,3199.36
13233,49676.9
13234,36052.02
13235,22808.52
13236,93517.08
13237,21823.6
13238,55308.75
13239,85551.48
13240,61244.4
13241,18638.1
13242,9387.18
13243,1447.5
13244,51009.98
13245,67303.28
13246,45961.77
13247,38817.8
13248,5517.56
13249,25718.83
13250,59794.21
13251,37163.88
13252,45357.76
13253,20378.52
13254,10928.34
13255,28421.45
13256,11122.96
13257,51500.5
13258,48036.96
13259,76508.52
13260,30703.68
13261,25043.22
13262,32133.25
13263,6180.75
13264,24608.22
13265,55129.28
13266,50642.24
13267,9696.96
13268,63768.11
13269,32571.32
13270,76824.79
13271,53933.2
13272,60914.12
13273,33535.2
13274,6390.52
13275,9431.1
13276,16872.1
13277,14166.72
13278,20533.37
13279,2564.68
13280,21766.56
13281,9642.32
13282,50950.7
13283,4685.05
13284,7960.4
13285,46651.0
13286,39373.95
13287,14482.65
13288,11015.46
13289,20727.14
13290,62298.01
13291,54074.46
13292,32174.12
13293,49753.78
13294,54804.9
13295,18979.84
13296,27643.2
13297,35536.2
13298,21171.67
13299,80289.88
13300,1070.15
13301,10986.78
13302,25256.1
13303,21584.64
13304,50148.3
13305,2484.58
13306,40062.85
13307,14710.41
13308,1311.27
13309,51670.75
13310,47164.68
13311,13522.81
13312,27205.4
13313,46675.53
13314,15686.88
13315,7059.4
13316,25338.04
13317,48999.84
13318,80429.5
13319,15326.28
13320,16736.64
13321,86728.32
13322,11980.65
13323,56180.72
13324,3816.87
13325,38286.95
13326,70417.2
13327,11881.6
13328,91895.5
13329,54084.8
13330,88839.5
13331,89006.4
13332,47370.8
13333,9549.72
13334,33459.48
13335,97006.59
13336,33507.81
13337,80668.36
13338,31248.73
13339,39409.16
13340,8418.3
13341,34231.75
13342,8583.54
13343,8303.6
13344,72276.44
13345,65772.7
13346,41999.79
13347,39189.3
13348,1058.04
13349,47518.8
13350,48408.75
13351,32958.35
13352,34919.46
